,index,employed,bank_balance,annual_salary,defaulted,event_timestamp,created_timestamp
115,116,0.0,0.3052834624310558,0.27103720054859526,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
116,117,1.0,0.10230492178787787,0.4407413289996766,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
117,118,1.0,0.4198438771512101,0.6449655451754315,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
118,119,1.0,0.32664863317158443,0.4502334772237081,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
119,120,0.0,0.44334895566472765,0.23166002264837612,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
120,121,1.0,0.22990069019560566,0.572850994184572,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
121,122,1.0,0.10270803821694445,0.7512458393020497,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
122,123,1.0,0.16943699327888123,0.6714748896228285,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
123,124,0.0,0.3118576509237771,0.1360435908420541,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
124,125,1.0,0.1620000602790922,0.4555127856705742,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
125,126,1.0,0.0,0.4266670202326776,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
126,127,0.0,0.5867190090117244,0.24226535422230638,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
127,128,1.0,0.3497091533801501,0.4527228200937976,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
128,129,1.0,0.5174394948612074,0.6640331036711419,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
129,130,0.0,0.3583102263479912,0.2449712333747262,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
130,131,0.0,0.4868327857982459,0.3063092572283411,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
131,132,1.0,0.2193367792881039,0.32959721228771954,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
132,133,0.0,0.12787455920913832,0.2546775821470782,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
133,134,1.0,0.15445763886795866,0.6027446798162079,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
134,135,1.0,0.4582906356430272,0.7263841491044658,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
135,136,1.0,0.2254664094758733,0.5956437736338498,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
136,137,0.0,0.5602188131046746,0.234705957193415,1,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
137,138,1.0,0.35557129509629587,0.8134519318306411,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
138,139,1.0,0.0,0.6698580121034988,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
139,140,0.0,0.37534283733686974,0.2763210430673629,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
140,141,0.0,0.28191777931824347,0.14394579118592912,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
141,142,1.0,0.12234395250007535,0.2011417342632669,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
142,143,0.0,0.21677115042647457,0.20930526202401523,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
143,144,1.0,0.16642303866903765,0.4841876303373927,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
144,145,1.0,0.4478133759305585,0.5324730229591661,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
145,146,1.0,0.03584722264082703,0.6952137787422376,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
146,147,1.0,0.3826253051629042,0.583202829920368,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
147,148,1.0,0.47415910666385364,0.6067371362197327,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
148,149,0.0,0.4438952349377618,0.09587940797661408,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
149,150,1.0,0.2755997769673589,0.5933326335291045,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
150,151,1.0,0.13189442117001718,0.6001906233744322,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
151,152,1.0,0.1577993610416227,0.496409564638416,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
152,153,1.0,0.20089137707586124,0.5306453797944719,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
153,154,1.0,0.03590373428976159,0.43399888928978025,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
154,155,0.0,0.5474132734561017,0.20830666703672024,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
155,156,1.0,0.13285511920190482,0.5307992634468894,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
156,157,0.0,0.27737424274390426,0.18323173806364354,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
157,158,1.0,0.49220892733355437,0.5558038456074323,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
158,159,1.0,0.4329357424877181,0.610352302882598,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
159,160,1.0,0.26493791253503723,0.7818843492906101,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
160,161,0.0,0.5126736791343922,0.24858172856957178,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
161,162,1.0,0.011848609059947557,0.7215409359368615,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
162,163,1.0,0.37230251062419,0.6567313243639316,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
163,164,1.0,0.13563549232948552,0.3181486807362124,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
164,165,1.0,0.2439344163476898,0.4459096213830128,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
165,166,0.0,0.0,0.12427231580882485,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
166,167,1.0,0.16774164381084422,0.42871229884864803,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
167,168,0.0,0.3309849603664969,0.22979184762880409,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
168,169,0.0,0.12652204707797102,0.2883655989797514,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
169,170,1.0,0.2511415353084782,0.4076061941467605,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
170,171,1.0,0.30662467223243617,0.5491103189156259,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
171,172,1.0,0.3150712800265228,0.7396748878091998,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
172,173,1.0,0.36449260074143286,0.4435578120272715,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
173,174,0.0,0.8310226347991199,0.18547816459670258,1,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
174,175,0.0,0.4740159438198861,0.14976520377355693,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
175,176,1.0,0.46708761566050816,0.5404503789797129,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
176,177,0.0,0.0,0.17845461242890784,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
177,178,0.0,0.34957729286596945,0.2981689494115737,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
178,179,0.0,0.5236859157901083,0.28203479804007187,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
179,180,1.0,0.15465354591759847,0.7240671009666367,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
180,181,1.0,0.027532475360921065,0.41094862951493955,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
181,182,1.0,0.2978540643177914,0.6118404402391462,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
182,183,1.0,0.29743964555893787,0.43702861109286795,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
183,184,1.0,0.2981403900057265,0.6258018093969602,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
184,185,1.0,0.1804756020374333,0.5012747611849371,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
185,186,1.0,0.33477877573163745,0.3864653282269608,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
186,187,1.0,0.48388664516712376,0.5778877984827622,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
187,188,0.0,0.2683474486874228,0.3101027640526689,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
188,189,0.0,0.48623376231953946,0.24231289327921396,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
189,190,1.0,0.04760541306247928,0.5977962212220396,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
190,191,1.0,0.29362699297748573,0.8296928399860076,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
191,192,1.0,0.2627754001024744,0.6691849085202906,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
192,193,1.0,0.2286725036920944,0.588578315649995,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
193,194,0.0,0.6792323457608728,0.2835780312400302,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
194,195,1.0,0.339103800596763,0.5565173436494003,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
195,196,1.0,0.3640405075499563,0.448859516041409,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
196,197,1.0,0.25281804756020376,0.4797479495690296,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
197,198,1.0,0.06463425660809548,0.3123566099761123,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
198,199,1.0,0.5585159287501129,0.6112566441327872,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
199,200,1.0,0.24136502004279817,0.6277985871831955,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
200,201,0.0,0.2660417734108924,0.23778294326117383,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
201,202,0.0,0.6686043883179119,0.2691251961673078,1,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
202,203,1.0,0.34528617499020464,0.34344138255668344,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
203,204,1.0,0.4789437596069803,0.4847545267212093,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
204,205,1.0,0.04165662015130052,0.6398144273068739,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
205,206,1.0,0.6582702914494107,0.5090157958821284,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
206,207,1.0,0.7118960788450526,0.6620322040013598,1,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
207,208,1.0,0.010247445673468157,0.27863754162071913,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
208,209,1.0,0.28113791856294645,0.47247612261559346,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
209,210,0.0,0.7155844057988486,0.273187861987248,1,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
210,211,0.0,0.3066661141083215,0.26956513853788,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
211,212,1.0,0.18816872117905906,0.5238527905014216,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
212,213,1.0,0.3214231893667681,0.48776281472985317,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
213,214,1.0,0.1788518339913801,0.4299450168214068,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
214,215,1.0,0.46561077790168476,0.48180435727057663,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
215,216,1.0,0.23383766840471382,0.5968734688920075,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
216,217,1.0,0.08289505410048525,0.5098503399042569,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
217,218,0.0,0.49161743874137254,0.23772427511868965,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
218,219,0.0,0.6058613882274932,0.2965843599800281,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
219,220,1.0,0.09662361734832273,0.5067868186560845,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
220,221,0.0,0.43461225473944365,0.25353719436576994,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
221,222,1.0,0.29080894541728197,0.4176583689486972,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
222,223,0.0,0.4142793634527864,0.2238467175929959,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
223,224,1.0,0.29494559811929233,0.5438847323509878,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
224,225,1.0,0.16737243437113836,0.4829799184581518,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
225,226,1.0,0.18989044274993216,0.3298742028620711,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
226,227,1.0,0.6640118749811628,0.5681699084364789,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
227,228,0.0,0.320270351728503,0.24521112699715564,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
228,229,1.0,0.5320534072756864,0.5497643244384002,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
229,230,1.0,0.2695605654178848,0.6417855120190002,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
230,231,1.0,0.5137021911450014,0.7548689749397725,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
231,232,1.0,0.18582537146990566,0.57326098420137,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
232,233,1.0,0.510394375960698,0.44795476260286504,0,2023-02-23 02:39:38.110222,2023-02-24 02:39:38.117454
